Rank,Date,Link,Title,Labels,subjectivity_label,subjectivity_text,entities,Is_Money
17,9/1/2012,https://www.dailymail.co.uk/sport/olympics/article-2084150/London-2012-Olympics-Legacy-secure-says-David-Cameron.html,"London 2012 Olympics: Legacy is secure, says David Cameron",Positive,objective,"objective: London 2012 Olympics: Legacy is secure, says David Cameron","[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}, {""text"": ""David Cameron"", ""type"": ""PERSON"", ""start"": 45, ""end"": 58, ""cms"": null}]",O
36,18/01/2012,https://www.dailymail.co.uk/sport/olympics/article-2088290/London-2012-Olympics-Fourth-man-arrested-stadium-spy-probe.html,London 2012 Olympics: Fourth man arrested in stadium spy probe,Negative,objective,objective: London 2012 Olympics: Fourth man arrested in stadium spy probe,"[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}, {""text"": ""Fourth"", ""type"": ""ORDINAL"", ""start"": 22, ""end"": 28, ""cms"": null}]",O
78,9/3/2012,https://www.dailymail.co.uk/news/article-2112428/London-2012-Olympics-2bn-red-main-stadium-white-elephant.html,London 2012 Olympics may go £2bn into the red and main stadium could become a white elephant,Negative,objective,objective: London 2012 Olympics may go £2bn into the red and main stadium could become a white elephant,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""\u00a32bn into the"", ""type"": ""MONEY"", ""start"": 28, ""end"": 41, ""cms"": null}]",Money
72,9/3/2012,https://www.dailymail.co.uk/money/news/article-2112505/amp/Olympics-budget-Games-2bn-red.html,Olympics budget: Games could go £2bn into the red,Negative,subjective,subjective: Olympics budget: Games could go £2bn into the red,"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""\u00a32bn into the"", ""type"": ""MONEY"", ""start"": 32, ""end"": 45, ""cms"": null}]",Money
47,9/3/2012,https://www.dailymail.co.uk/news/article-2112489/London-2012-Olympics-runs-2bn-budget-security-costs-double.html,London 2012 Olympics runs £2bn over budget as security costs double,Negative,objective,objective: London 2012 Olympics runs £2bn over budget as security costs double,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""\u00a32bn over budget"", ""type"": ""MONEY"", ""start"": 26, ""end"": 42, ""cms"": null}]",Money
21,21/03/2012,http://www.dailymail.co.uk/sport/othersports/article-2118130/Olympic-legacy-boost-London-host-2015-EuroHockey-Championships.html,Olympic legacy boost as London to host 2015 EuroHockey Championships,Positive,objective,objective: Olympic legacy boost as London to host 2015 EuroHockey Championships,"[{""text"": ""Olympic"", ""type"": ""NORP"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 24, ""end"": 30, ""cms"": null}, {""text"": ""2015"", ""type"": ""DATE"", ""start"": 39, ""end"": 43, ""cms"": null}, {""text"": ""EuroHockey Championships"", ""type"": ""EVENT"", ""start"": 44, ""end"": 68, ""cms"": null}]",O
135,27/03/2012,https://www.dailymail.co.uk/sport/olympics/article-2121242/LONDON-2012-We-need-China-crisis-warns-Pete-Waterfield.html,"LONDON 2012: We need a China crisis, warns Pete Waterfield",Negative,objective,"objective: LONDON 2012: We need a China crisis, warns Pete Waterfield","[{""text"": ""LONDON"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 7, ""end"": 11, ""cms"": null}, {""text"": ""China"", ""type"": ""GPE"", ""start"": 23, ""end"": 28, ""cms"": null}, {""text"": ""Pete Waterfield"", ""type"": ""PERSON"", ""start"": 43, ""end"": 58, ""cms"": null}]",O
138,10/4/2012,https://www.dailymail.co.uk/news/article-2127798/Olympic-torch-Ikea-lights-way-40m-high-tower-26-acre-suburb-near-Londons-2012-park.html,Olympic torch: Ikea lights the way with 40m high tower in 26-acre suburb near London's 2012 park,Positive,objective,objective: Olympic torch: Ikea lights the way with 40m high tower in 26-acre suburb near London's 2012 park,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""Ikea"", ""type"": ""ORG"", ""start"": 15, ""end"": 19, ""cms"": null}, {""text"": ""40m"", ""type"": ""QUANTITY"", ""start"": 40, ""end"": 43, ""cms"": null}, {""text"": ""26-acre"", ""type"": ""QUANTITY"", ""start"": 58, ""end"": 65, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 78, ""end"": 84, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 87, ""end"": 91, ""cms"": null}]",O
58,14/06/2012,https://www.dailymail.co.uk/sport/olympics/article-2159216/London-2012-Olympics-Tim-Brabants-leads-Team-GB-canoe-sprint-squad.html,London 2012 Olympics: Tim Brabants leads Team GB canoe sprint squad,Positive,objective,objective: London 2012 Olympics: Tim Brabants leads Team GB canoe sprint squad,"[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}, {""text"": ""Tim Brabants"", ""type"": ""PERSON"", ""start"": 22, ""end"": 34, ""cms"": null}, {""text"": ""Team GB"", ""type"": ""ORG"", ""start"": 41, ""end"": 48, ""cms"": null}]",O
193,9/7/2012,https://www.dailymail.co.uk/money/news/article-2170878/amp/Beet-It-beetroot-juice-shots-James-White-drinks-Olympic-boost.html,Beet-It beetroot juice shots give James White drinks an Olympic boost,Positive,subjective,subjective: Beet-It beetroot juice shots give James White drinks an Olympic boost,"[{""text"": ""James White"", ""type"": ""PERSON"", ""start"": 34, ""end"": 45, ""cms"": null}]",O
247,30/07/2012,https://www.dailymail.co.uk/sport/olympics/article-2180821/Team-GB-fans-need-make-songs--Laura-Williamson.html,Team GB fans need to make some songs - Laura Williamson,Neutral,objective,objective: Team GB fans need to make some songs - Laura Williamson,"[{""text"": ""Team GB"", ""type"": ""ORG"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""Laura Williamson"", ""type"": ""PERSON"", ""start"": 39, ""end"": 55, ""cms"": null}]",O
102,5/8/2012,https://www.dailymail.co.uk/debate/article-2183898/London-2012s-Olympic-flame-burns-bright-riot-smoke-hangs-Britain.html,London 2012's Olympic flame burns bright but it's riot smoke that still hangs over Britain,Negative,objective,objective: London 2012's Olympic flame burns bright but it's riot smoke that still hangs over Britain,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 83, ""end"": 90, ""cms"": null}]",O
19,10/8/2012,https://www.dailymail.co.uk/sport/olympics/article-2186708/London-2012-Olympics-Legacy-hands--Des-Kelly.html,London 2012 Olympics: Legacy is in our hands - Des Kelly,Neutral,objective,objective: London 2012 Olympics: Legacy is in our hands - Des Kelly,"[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}, {""text"": ""Des Kelly"", ""type"": ""PERSON"", ""start"": 47, ""end"": 56, ""cms"": null}]",O
74,11/8/2012,https://www.dailymail.co.uk/news/article-2187032/Lord-Coe-Our-children-fit-warns-Olympic-champion.html,Lord Coe: Our children will be less fit than we are warns former Olympic champion,Negative,objective,objective: Lord Coe: Our children will be less fit than we are warns former Olympic champion,"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 5, ""end"": 8, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 65, ""end"": 72, ""cms"": null}]",O
171,12/8/2012,https://www.dailymail.co.uk/debate/article-2187469/Mo-Farahs-joyful-embrace-Britishness-Games-mark-truly-historic-watershed.html,Mo Farah's joyful embrace of Britishness and why these Games mark a truly historic watershed,Positive,subjective,subjective: Mo Farah's joyful embrace of Britishness and why these Games mark a truly historic watershed,"[{""text"": ""Mo Farah's"", ""type"": ""PERSON"", ""start"": 0, ""end"": 10, ""cms"": null}, {""text"": ""Britishness"", ""type"": ""NORP"", ""start"": 29, ""end"": 40, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 55, ""end"": 60, ""cms"": null}]",O
27,12/8/2012,https://www.dailymail.co.uk/news/article-2187373/London-2012-closing-ceremony-How-capital-took-Olympics-heart.html,London 2012 closing ceremony: How capital took Olympics to its heart,Positive,objective,objective: London 2012 closing ceremony: How capital took Olympics to its heart,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 47, ""end"": 55, ""cms"": null}]",O
70,12/8/2012,https://www.dailymail.co.uk/sport/olympics/article-2187408/London-2012-Olympics-The-best-pictures.html,London 2012 Olympics: The best pictures,Positive,objective,objective: London 2012 Olympics: The best pictures,"[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}]",O
71,12/8/2012,https://www.dailymail.co.uk/news/article-2187196/London-2012-Olympics-Sir-Mervyn-King-warns-Olympics-surge-wont-alter-economic-outlook.html,London 2012 Olympics: Sir Mervyn King warns Olympics surge won't alter the economic outlook,Negative,objective,objective: London 2012 Olympics: Sir Mervyn King warns Olympics surge won't alter the economic outlook,"[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}, {""text"": ""Mervyn King"", ""type"": ""PERSON"", ""start"": 26, ""end"": 37, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 44, ""end"": 52, ""cms"": null}]",O
32,13/08/2012,https://www.dailymail.co.uk/debate/article-2187654/Here-immediate-Olympic-legacy-announce-today.html,Here is an immediate Olympic legacy to announce today,Positive,objective,objective: Here is an immediate Olympic legacy to announce today,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 21, ""end"": 28, ""cms"": null}, {""text"": ""today"", ""type"": ""DATE"", ""start"": 48, ""end"": 53, ""cms"": null}]",O
61,13/08/2012,https://blaneyblog.dailymail.co.uk/2012/08/here-is-an-immediate-olympic-legacy-to-announce-today.html,Here is an immediate Olympic legacy to announce today,Positive,objective,objective: Here is an immediate Olympic legacy to announce today,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 21, ""end"": 28, ""cms"": null}, {""text"": ""today"", ""type"": ""DATE"", ""start"": 48, ""end"": 53, ""cms"": null}]",O
16,13/08/2012,https://www.dailymail.co.uk/debate/article-2187727/Olympics-2012-What-away-London-Games-.html,Olympics 2012: What we can take away from the London Games...,Neutral,objective,objective: Olympics 2012: What we can take away from the London Games.,"[{""text"": ""Olympics 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 13, ""cms"": null}, {""text"": ""the London Games"", ""type"": ""EVENT"", ""start"": 42, ""end"": 58, ""cms"": null}]",O
157,15/08/2012,https://www.dailymail.co.uk/news/article-2188554/School-playing-fields-danger-ministers-relax-rules-eve-Olympics.html,School playing fields 'in danger' as ministers relax rules on eve of the Olympics,Negative,objective,objective: School playing fields 'in danger' as ministers relax rules on eve of the Olympics,"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 73, ""end"": 81, ""cms"": null}]",O
275,16/08/2012,https://www.dailymail.co.uk/news/article-2189001/Backlash-grows-plans-cut-school-playing-fields-introduced-days-Olympics.html,Backlash grows over plans to cut back on school playing fields introduced days before Olympics,Negative,objective,objective: Backlash grows over plans to cut back on school playing fields introduced days before Olympics,"[{""text"": ""days"", ""type"": ""DATE"", ""start"": 74, ""end"": 78, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 86, ""end"": 94, ""cms"": null}]",O
280,17/08/2012,https://www.dailymail.co.uk/debate/article-2190025/A-nation-62m-trolls-Don-t-twit-Jezza.html,"A nation of 62m trolls? Don¿t be a twit, Jezza",Neutral,"subjective,objective","subjective: Don¿t be a twit, Jezza,objective: A nation of 62m trolls?","[{""text"": ""62"", ""type"": ""CARDINAL"", ""start"": 12, ""end"": 14, ""cms"": null}, {""text"": ""Jezza"", ""type"": ""PERSON"", ""start"": 41, ""end"": 46, ""cms"": null}]",O
191,18/08/2012,https://www.dailymail.co.uk/sport/article-2190342/Football-needs-humanity-like-Olympics--Gary-Neville.html,Football needs to show its humanity like in the Olympics - Gary Neville,Neutral,objective,objective: Football needs to show its humanity like in the Olympics - Gary Neville,"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 48, ""end"": 56, ""cms"": null}, {""text"": ""Gary Neville"", ""type"": ""PERSON"", ""start"": 59, ""end"": 71, ""cms"": null}]",O
246,20/08/2012,https://www.dailymail.co.uk/news/article-2190765/Tory-councils-sell-playing-fields-Labour.html,Tory councils sell more playing fields than Labour,Negative,objective,objective: Tory councils sell more playing fields than Labour,"[{""text"": ""Tory"", ""type"": ""NORP"", ""start"": 0, ""end"": 4, ""cms"": null}, {""text"": ""Labour"", ""type"": ""NORP"", ""start"": 44, ""end"": 50, ""cms"": null}]",O
23,21/08/2012,https://www.dailymail.co.uk/news/article-2191461/So-Olympic-legacy-School-gym-children-collapse-heat-exhaustion-air-fitted-Games-removed-athletes-leave.html,So much for the Olympic legacy! School gym where children collapse from heat exhaustion has air-con fitted for Games removed once athletes leave,Negative,objective,objective: So much for the Olympic legacy! School gym where children collapse from heat exhaustion has air-con fitted for Games removed once athletes leave,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 16, ""end"": 23, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 111, ""end"": 116, ""cms"": null}]",O
149,10/9/2012,https://www.dailymail.co.uk/sport/rugbyunion/article-2201306/Rugby-chiefs-want-use-Olympic-Stadium-2015-World-Cup.html,Rugby chiefs want to use Olympic Stadium in 2015 World Cup,Positive,objective,objective: Rugby chiefs want to use Olympic Stadium in 2015 World Cup,"[{""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 25, ""end"": 40, ""cms"": null}, {""text"": ""2015"", ""type"": ""DATE"", ""start"": 44, ""end"": 48, ""cms"": null}, {""text"": ""World Cup"", ""type"": ""EVENT"", ""start"": 49, ""end"": 58, ""cms"": null}]",O
81,10/9/2012,https://www.dailymail.co.uk/news/article-2200946/London-pushed-Paralympics-new-height-What-world-2012-Games.html,London has pushed the Paralympics to a new height': What the world made of 2012 Games,Positive,objective,objective: London has pushed the Paralympics to a new height': What the world made of 2012 Games,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Paralympics"", ""type"": ""EVENT"", ""start"": 22, ""end"": 33, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 75, ""end"": 79, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 80, ""end"": 85, ""cms"": null}]",O
206,16/09/2012,https://www.dailymail.co.uk/sport/othersports/article-2204011/Wilson-Kipsang-wins-Great-North-Run-Jo-Pavey-impresses.html,Wilson Kipsang wins Great North Run while Jo Pavey impresses,Positive,objective,objective: Wilson Kipsang wins Great North Run while Jo Pavey impresses,"[{""text"": ""Wilson Kipsang"", ""type"": ""PERSON"", ""start"": 0, ""end"": 14, ""cms"": null}, {""text"": ""Great North Run"", ""type"": ""EVENT"", ""start"": 20, ""end"": 35, ""cms"": null}, {""text"": ""Jo Pavey"", ""type"": ""PERSON"", ""start"": 42, ""end"": 50, ""cms"": null}]",O
176,16/09/2012,https://www.dailymail.co.uk/femail/article-2204253/JANET-STREET-PORTER-Sport-Young-women-dont-want-chip-false-nails.html,JANET STREET-PORTER: Sport? Young women don't want to chip their false nails,Negative,objective,objective: JANET STREET-PORTER: Sport? Young women don't want to chip their false nails,"[{""text"": ""JANET STREET-PORTER"", ""type"": ""PERSON"", ""start"": 0, ""end"": 19, ""cms"": null}]",O
99,13/10/2012,https://www.dailymail.co.uk/sport/football/article-2217399/EU-probe-football-aid-scupper-West-Hams-Olympic-Stadium-move.html,EU probe into football aid may scupper West Ham's Olympic Stadium move,Negative,objective,objective: EU probe into football aid may scupper West Ham's Olympic Stadium move,"[{""text"": ""EU"", ""type"": ""ORG"", ""start"": 0, ""end"": 2, ""cms"": null}, {""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 39, ""end"": 49, ""cms"": null}, {""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 50, ""end"": 65, ""cms"": null}]",O
42,23/10/2012,https://www.dailymail.co.uk/sport/olympics/article-2221833/London-2012-Olympics-came-budget.html,London 2012 Olympics came under budget,Positive,objective,objective: London 2012 Olympics came under budget,"[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}]",O
223,29/10/2012,https://www.dailymail.co.uk/news/article-2224975/Michael-Gove-dismisses-150-000-signed-petition-new-school-field-rules.html,"Michael Gove dismisses 150,000 who signed petition against new school field rules",Negative,objective,"objective: Michael Gove dismisses 150,000 who signed petition against new school field rules","[{""text"": ""Michael Gove"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""150,000"", ""type"": ""CARDINAL"", ""start"": 23, ""end"": 30, ""cms"": null}]",O
48,26/12/2012,https://www.dailymail.co.uk/news/article-2253377/So-Olympic-legacy-Fury-muddy-state-park-used-equestrian-events-closed-public-months-on.html,So much for this Olympic legacy: Fury at muddy state of park used for equestrian events that is still closed to public six months on,Negative,objective,objective: So much for this Olympic legacy: Fury at muddy state of park used for equestrian events that is still closed to public six months on,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 17, ""end"": 24, ""cms"": null}, {""text"": ""six months"", ""type"": ""DATE"", ""start"": 119, ""end"": 129, ""cms"": null}]",O
185,29/12/2012,https://www.dailymail.co.uk/news/article-2254424/New-Year-honours-list-127-Olympians-led-Bradley-Wiggins.html,New Year honours list: 127 Olympians led by Bradley Wiggins,Positive,objective,objective: New Year honours list: 127 Olympians led by Bradley Wiggins,"[{""text"": ""New Year"", ""type"": ""EVENT"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""127"", ""type"": ""CARDINAL"", ""start"": 23, ""end"": 26, ""cms"": null}, {""text"": ""Bradley Wiggins"", ""type"": ""PERSON"", ""start"": 44, ""end"": 59, ""cms"": null}]",O
26,6/1/2013,https://www.dailymail.co.uk/sport/article-2258197/Laura-Williamson-Londons-legacy-So-far-smoke-glitter.html,Laura Williamson: London's legacy? So far its all smoke and glitter,Negative,"subjective,objective","subjective: So far its all smoke and glitter,objective: Laura Williamson: London's legacy?","[{""text"": ""Laura Williamson"", ""type"": ""PERSON"", ""start"": 0, ""end"": 16, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 18, ""end"": 24, ""cms"": null}]",O
252,17/01/2013,https://www.dailymail.co.uk/news/article-2263779/Baroness-Susan-Campbell-Thousands-unable-jump-throw-ball-run-start-secondary-school.html,"Baroness Susan Campbell: Thousands unable to jump, throw a ball or run when they start secondary school",Negative,objective,"objective: Baroness Susan Campbell: Thousands unable to jump, throw a ball or run when they start secondary school","[{""text"": ""Susan Campbell"", ""type"": ""PERSON"", ""start"": 9, ""end"": 23, ""cms"": null}, {""text"": ""Thousands"", ""type"": ""CARDINAL"", ""start"": 25, ""end"": 34, ""cms"": null}]",O
35,7/2/2013,https://www.dailymail.co.uk/sport/othersports/article-2274849/Usain-Bolt-London-Grand-Prix-Olympic-Stadium.html,Usain Bolt London Grand Prix Olympic Stadium,Neutral,objective,objective: Usain Bolt London Grand Prix Olympic Stadium,"[{""text"": ""Usain Bolt"", ""type"": ""PERSON"", ""start"": 0, ""end"": 10, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 11, ""end"": 17, ""cms"": null}, {""text"": ""Grand Prix Olympic Stadium"", ""type"": ""FAC"", ""start"": 18, ""end"": 44, ""cms"": null}]",O
125,27/02/2013,https://www.dailymail.co.uk/sport/othersports/article-2285441/Usain-Bolt-earn-200-000-Paris-Diamond-League.html,"Usain Bolt to earn £200,000 at Paris Diamond League",Positive,objective,"objective: Usain Bolt to earn £200,000 at Paris Diamond League","[{""text"": ""Usain Bolt"", ""type"": ""PERSON"", ""start"": 0, ""end"": 10, ""cms"": null}, {""text"": ""200,000"", ""type"": ""MONEY"", ""start"": 20, ""end"": 27, ""cms"": null}, {""text"": ""Paris Diamond League"", ""type"": ""EVENT"", ""start"": 31, ""end"": 51, ""cms"": null}]",Money
73,11/3/2013,https://www.dailymail.co.uk/sport/othersports/article-2291364/Lord-Sebastian-Coe-says-shutting-Don-Valley-Stadium-blow-London-2012-legacy.html,Lord Sebastian Coe says shutting Don Valley Stadium is not a blow to London 2012 legacy,Negative,objective,objective: Lord Sebastian Coe says shutting Don Valley Stadium is not a blow to London 2012 legacy,"[{""text"": ""Sebastian Coe"", ""type"": ""PERSON"", ""start"": 5, ""end"": 18, ""cms"": null}, {""text"": ""Don Valley Stadium"", ""type"": ""FAC"", ""start"": 33, ""end"": 51, ""cms"": null}, {""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 69, ""end"": 80, ""cms"": null}]",O
147,12/3/2013,https://www.dailymail.co.uk/sport/othersports/article-2292214/Don-Valley-Stadium-redevelopment-plans-announced.html,Don Valley Stadium redevelopment plans announced,Positive,objective,objective: Don Valley Stadium redevelopment plans announced,"[{""text"": ""Don Valley Stadium"", ""type"": ""FAC"", ""start"": 0, ""end"": 18, ""cms"": null}]",O
20,17/03/2013,https://www.dailymail.co.uk/sport/article-2294954/Laura-Williamson-column--David-Cameron-150m-grant-primary-school-sport-late-capitalise-London-2012-Olympic-legacy.html,Laura Williamson column - David Cameron £150m grant for primary school sport too late to capitalise on London 2012 Olympic legacy,Negative,objective,objective: Laura Williamson column - David Cameron £150m grant for primary school sport too late to capitalise on London 2012 Olympic legacy,"[{""text"": ""Laura Williamson"", ""type"": ""PERSON"", ""start"": 0, ""end"": 16, ""cms"": null}, {""text"": ""David Cameron"", ""type"": ""PERSON"", ""start"": 26, ""end"": 39, ""cms"": null}, {""text"": ""\u00a3150m"", ""type"": ""MONEY"", ""start"": 40, ""end"": 45, ""cms"": null}, {""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 103, ""end"": 114, ""cms"": null}]",Money
111,22/03/2013,https://www.dailymail.co.uk/sport/football/article-2297419/West-Ham-unveil-Olympic-Stadium-plans-signing-tenancy-deal.html,West Ham unveil Olympic Stadium plans after signing tenancy deal,Positive,objective,objective: West Ham unveil Olympic Stadium plans after signing tenancy deal,"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 16, ""end"": 31, ""cms"": null}]",O
219,22/03/2013,https://www.dailymail.co.uk/sport/football/article-2297795/West-Ham-Olympic-Stadium-wheres-share-Des-Kelly.html,West Ham Olympic Stadium where's my share? Des Kelly,Neutral,objective,objective: West Ham Olympic Stadium where's my share? Des Kelly,"[{""text"": ""West Ham Olympic Stadium"", ""type"": ""FAC"", ""start"": 0, ""end"": 24, ""cms"": null}, {""text"": ""Des Kelly"", ""type"": ""PERSON"", ""start"": 43, ""end"": 52, ""cms"": null}]",O
167,24/03/2013,https://www.dailymail.co.uk/sport/article-2298566/Martin-Samuel-West-Ham-moving-Olympic-Stadium-ONLY-option-aside-bulldozer.html,Martin Samuel: West Ham moving to the Olympic Stadium is the ONLY option aside from a bulldozer,Neutral,objective,objective: Martin Samuel: West Ham moving to the Olympic Stadium is the ONLY option aside from a bulldozer,"[{""text"": ""Martin Samuel"", ""type"": ""PERSON"", ""start"": 0, ""end"": 13, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 15, ""end"": 23, ""cms"": null}, {""text"": ""the Olympic Stadium"", ""type"": ""FAC"", ""start"": 34, ""end"": 53, ""cms"": null}]",O
105,27/03/2013,https://www.dailymail.co.uk/sport/article-2299657/Olympic-legacy-Dont-whinge-just-enjoy-golden-memories--MARTIN-SAMUEL.html,"Olympic legacy? Don't whinge, just enjoy those golden memories - MARTIN SAMUEL",Positive,"subjective,objective","subjective: Don't whinge, just enjoy those golden memories - MARTIN SAMUEL,objective: Olympic legacy?","[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""MARTIN SAMUEL"", ""type"": ""PERSON"", ""start"": 65, ""end"": 78, ""cms"": null}]",O
